date,total_revenue,total_units
2020-06-27,2934088.0,860.0
2020-06-28,2140285.0,1017.0
2020-06-29,2192913.0,762.0
2020-06-30,2468379.0,740.0
2020-07-01,3156350.0,797.0
2020-07-02,2484422.0,761.0
2020-07-03,2158984.0,748.0
2020-07-04,3458174.0,948.0
2020-07-05,2359557.0,1067.0
2020-07-06,2858804.0,698.0
2020-07-07,1795604.0,822.0
2020-07-08,1769041.0,728.0
2020-07-09,1935259.0,744.0
2020-07-10,1681400.0,754.0
2020-07-11,2282580.0,1022.0
2020-07-12,2310297.0,965.0
2020-07-13,1602235.0,711.0
2020-07-14,2169051.0,739.0
2020-07-15,1665288.0,739.0
2020-07-16,1537447.0,707.0
2020-07-17,1696383.0,772.0
2020-07-18,2310662.0,975.0
2020-07-19,4246453.0,1043.0
2020-07-20,2070073.0,746.0
2020-07-21,1698794.0,746.0
2020-07-22,2422068.0,701.0
2020-07-23,1695030.0,777.0
2020-07-24,1538803.0,721.0
2020-07-25,3383444.0,938.0
2020-07-26,3008740.0,975.0
2020-07-27,1552203.0,728.0
2020-07-28,2634583.0,772.0
2020-07-29,2205967.0,784.0
2020-07-30,2683705.0,769.0
2020-07-31,2534864.0,745.0
2020-08-01,2956272.0,1032.0
2020-08-02,2463336.0,972.0
2020-08-03,1653237.0,752.0
2020-08-04,1855301.0,745.0
2020-08-05,1749713.0,782.0
2020-08-06,1646267.0,754.0
2020-08-07,1641032.0,753.0
2020-08-08,2158647.0,1011.0
2020-08-09,3657817.0,1018.0
2020-08-10,2347880.0,708.0
2020-08-11,1663468.0,765.0
2020-08-12,2295248.0,771.0
2020-08-13,1643517.0,730.0
2020-08-14,3529796.0,729.0
2020-08-15,2236550.0,1030.0
2020-08-16,3105504.0,1034.0
2020-08-17,2312601.0,736.0
2020-08-18,1976381.0,783.0
2020-08-19,1646416.0,726.0
2020-08-20,1548902.0,734.0
2020-08-21,1757535.0,643.0
2020-08-22,3897279.0,1002.0
2020-08-23,2626544.0,1026.0
2020-08-24,2287787.0,717.0
2020-08-25,1634975.0,730.0
2020-08-26,1475095.0,701.0
2020-08-27,1906208.0,657.0
2020-08-28,2716813.0,773.0
2020-08-29,2296679.0,1052.0
2020-08-30,2228404.0,1025.0
2020-08-31,1991102.0,739.0
2020-09-01,2219035.0,718.0
2020-09-02,1458185.0,660.0
2020-09-03,1472429.0,683.0
2020-09-04,2118118.0,642.0
2020-09-05,3636132.0,928.0
2020-09-06,3181035.0,930.0
2020-09-07,1325903.0,623.0
2020-09-08,2228503.0,613.0
2020-09-09,1774322.0,646.0
2020-09-10,1486028.0,672.0
2020-09-11,1981042.0,614.0
2020-09-12,2058118.0,938.0
2020-09-13,3272676.0,940.0
2020-09-14,1567080.0,628.0
2020-09-15,3636548.0,1385.0
2020-09-16,2971993.0,1273.0
2020-09-17,3782614.0,1320.0
2020-09-18,3290550.0,1387.0
2020-09-19,3834215.0,1630.0
2020-09-20,2268295.0,911.0
2020-09-21,1366678.0,652.0
2020-09-22,3240415.0,639.0
2020-09-23,2143977.0,682.0
2020-09-24,1516214.0,695.0
2020-09-25,1494774.0,710.0
2020-09-26,2508480.0,917.0
2020-09-27,2120792.0,981.0
2020-09-28,1918624.0,633.0
2020-09-29,1486418.0,674.0
2020-09-30,1420408.0,666.0
2020-10-01,2250218.0,649.0
2020-10-02,1365108.0,589.0
2020-10-03,2087798.0,859.0
2020-10-04,1982368.0,942.0
2020-10-05,1372148.0,645.0
2020-10-06,1516399.0,698.0
2020-10-07,1465882.0,646.0
2020-10-08,2216954.0,656.0
2020-10-09,2008443.0,655.0
2020-10-10,3606320.0,912.0
2020-10-11,2948659.0,889.0
2020-10-12,1388699.0,652.0
2020-10-13,1439797.0,656.0
2020-10-14,1462069.0,645.0
2020-10-15,1888158.0,686.0
2020-10-16,1709491.0,644.0
2020-10-17,1961695.0,914.0
2020-10-18,2062794.0,959.0
2020-10-19,1423560.0,665.0
2020-10-20,1420039.0,611.0
2020-10-21,1468767.0,642.0
2020-10-22,2503605.0,672.0
2020-10-23,3066318.0,692.0
2020-10-24,4341112.0,874.0
2020-10-25,2131519.0,941.0
2020-10-26,2009348.0,697.0
2020-10-27,1490486.0,667.0
2020-10-28,1521760.0,663.0
2020-10-29,1599600.0,718.0
2020-10-30,1495503.0,674.0
2020-10-31,1891219.0,843.0
2020-11-01,2981352.0,946.0
2020-11-02,1458287.0,691.0
2020-11-03,1424549.0,656.0
2020-11-04,1884079.0,677.0
2020-11-05,2806230.0,570.0
2020-11-06,2713349.0,636.0
2020-11-07,3311968.0,871.0
2020-11-08,2150696.0,981.0
2020-11-09,2043096.0,686.0
2020-11-10,1251990.0,597.0
2020-11-11,1817968.0,678.0
2020-11-12,1490741.0,681.0
2020-11-13,1397828.0,636.0
2020-11-14,2024744.0,914.0
2020-11-15,2092848.0,932.0
2020-11-16,1680867.0,605.0
2020-11-17,1457047.0,641.0
2020-11-18,1436387.0,666.0
2020-11-19,1819171.0,655.0
2020-11-20,1749115.0,644.0
2020-11-21,2050486.0,956.0
2020-11-22,2104792.0,938.0
2020-11-23,3008882.0,705.0
2020-11-24,1482318.0,682.0
2020-11-25,2799348.0,660.0
2020-11-26,2699712.0,710.0
2020-11-27,2003674.0,650.0
2020-11-28,3358636.0,890.0
2020-11-29,2055908.0,944.0
2020-11-30,1879292.0,661.0
2020-12-01,1563393.0,640.0
2020-12-02,2030727.0,699.0
2020-12-03,1690393.0,666.0
2020-12-04,1480700.0,625.0
2020-12-05,1834621.0,859.0
2020-12-06,1866736.0,890.0
2020-12-07,2185043.0,690.0
2020-12-08,1994945.0,676.0
2020-12-09,1748146.0,730.0
2020-12-10,1954025.0,607.0
2020-12-11,1602918.0,678.0
2020-12-12,2744434.0,945.0
2020-12-13,2635519.0,872.0
2020-12-14,1598183.0,666.0
2020-12-15,1701161.0,659.0
2020-12-16,1630289.0,703.0
2020-12-17,3048522.0,680.0
2020-12-18,1966059.0,628.0
2020-12-19,2034610.0,914.0
2020-12-20,2591467.0,966.0
2020-12-21,1565776.0,652.0
2020-12-22,2249981.0,618.0
2020-12-23,1495914.0,624.0
2020-12-24,1913859.0,685.0
2020-12-25,2006737.0,650.0
2020-12-26,3012727.0,934.0
2020-12-27,4025271.0,907.0
2020-12-28,1463860.0,618.0
2020-12-29,1833792.0,647.0
2020-12-30,1887059.0,707.0
2020-12-31,1966471.0,775.0
2021-01-01,1471639.0,675.0
2021-01-02,1981854.0,909.0
2021-01-03,2303572.0,981.0
2021-01-04,3273185.0,563.0
2021-01-05,1542766.0,685.0
2021-01-06,1464009.0,647.0
2021-01-07,1526847.0,690.0
2021-01-08,1500655.0,678.0
2021-01-09,2444232.0,901.0
2021-01-10,3362782.0,957.0
2021-01-11,1444649.0,624.0
2021-01-12,1596703.0,692.0
2021-01-13,1400225.0,623.0
2021-01-14,1574414.0,694.0
2021-01-15,1383691.0,613.0
2021-01-16,3250934.0,904.0
2021-01-17,2302091.0,964.0
2021-01-18,1550741.0,693.0
2021-01-19,1536189.0,659.0
2021-01-20,2711001.0,635.0
2021-01-21,1518687.0,668.0
2021-01-22,2895095.0,674.0
2021-01-23,1877922.0,904.0
2021-01-24,2664952.0,961.0
2021-01-25,1556526.0,690.0
2021-01-26,1524412.0,677.0
2021-01-27,3244151.0,632.0
2021-01-28,2730561.0,688.0
2021-01-29,1491308.0,681.0
2021-01-30,2004486.0,898.0
2021-01-31,3223379.0,925.0
2021-02-01,1459620.0,644.0
2021-02-02,1789765.0,683.0
2021-02-03,1546561.0,677.0
2021-02-04,1532175.0,664.0
2021-02-05,1420156.0,650.0
2021-02-06,2189422.0,957.0
2021-02-07,2499989.0,956.0
2021-02-08,1996019.0,639.0
2021-02-09,1341266.0,632.0
2021-02-10,2491532.0,664.0
2021-02-11,2087370.0,651.0
2021-02-12,1428542.0,636.0
2021-02-13,5146967.0,943.0
2021-02-14,4220264.0,948.0
2021-02-15,2023437.0,704.0
2021-02-16,3315291.0,662.0
2021-02-17,1394440.0,618.0
2021-02-18,1456310.0,663.0
2021-02-19,1639735.0,723.0
2021-02-20,2101086.0,918.0
2021-02-21,1994746.0,932.0
2021-02-22,2202851.0,688.0
2021-02-23,1550115.0,678.0
2021-02-24,2165092.0,616.0
2021-02-25,2482799.0,677.0
2021-02-26,2077286.0,690.0
2021-02-27,3420898.0,954.0
2021-02-28,1964763.0,929.0
2021-03-01,1426681.0,604.0
2021-03-02,3220816.0,665.0
2021-03-03,2020107.0,664.0
2021-03-04,1884487.0,679.0
2021-03-05,2795497.0,641.0
2021-03-06,1973955.0,890.0
2021-03-07,2007237.0,939.0
2021-03-08,1708338.0,625.0
2021-03-09,1513599.0,662.0
2021-03-10,1395418.0,609.0
2021-03-11,1367187.0,631.0
2021-03-12,1509518.0,687.0
2021-03-13,5322918.0,959.0
2021-03-14,2015342.0,921.0
2021-03-15,1424788.0,615.0
2021-03-16,1552940.0,691.0
2021-03-17,1511634.0,673.0
2021-03-18,1434166.0,649.0
2021-03-19,2104796.0,635.0
2021-03-20,1962298.0,900.0
2021-03-21,2061989.0,933.0
2021-03-22,1553710.0,712.0
2021-03-23,1506413.0,676.0
2021-03-24,2083608.0,699.0
2021-03-25,1451586.0,682.0
2021-03-26,1500249.0,665.0
2021-03-27,1982837.0,868.0
2021-03-28,1900504.0,860.0
2021-03-29,1486762.0,672.0
2021-03-30,1507224.0,675.0
2021-03-31,2332777.0,669.0
2021-04-01,1577938.0,692.0
2021-04-02,1401319.0,644.0
2021-04-03,3271244.0,942.0
2021-04-04,2042171.0,911.0
2021-04-05,1468580.0,651.0
2021-04-06,2673540.0,666.0
2021-04-07,1531769.0,676.0
2021-04-08,1652934.0,696.0
2021-04-09,1937898.0,665.0
2021-04-10,1892415.0,873.0
2021-04-11,2467526.0,823.0
2021-04-12,1597408.0,689.0
2021-04-13,1710288.0,594.0
2021-04-14,3626743.0,678.0
2021-04-15,1474769.0,645.0
2021-04-16,1975677.0,670.0
2021-04-17,1952718.0,894.0
2021-04-18,2431157.0,948.0
2021-04-19,2659267.0,676.0
2021-04-20,1547947.0,677.0
2021-04-21,1573740.0,695.0
2021-04-22,1638477.0,738.0
2021-04-23,1962721.0,619.0
2021-04-24,1810711.0,878.0
2021-04-25,1961860.0,874.0
2021-04-26,1610547.0,699.0
2021-04-27,1529102.0,640.0
2021-04-28,2358889.0,660.0
2021-04-29,1570712.0,657.0
2021-04-30,1513377.0,661.0
2021-05-01,2182569.0,939.0
2021-05-02,2254592.0,898.0
2021-05-03,2451183.0,721.0
2021-05-04,2938829.0,679.0
2021-05-05,2677483.0,661.0
2021-05-06,1462890.0,655.0
2021-05-07,1700127.0,629.0
2021-05-08,2131410.0,928.0
2021-05-09,3532761.0,916.0
2021-05-10,2238809.0,684.0
2021-05-11,2615886.0,652.0
2021-05-12,1532094.0,654.0
2021-05-13,2774604.0,677.0
2021-05-14,3666173.0,677.0
2021-05-15,2207518.0,932.0
2021-05-16,2477743.0,885.0
2021-05-17,2911650.0,680.0
2021-05-18,1593905.0,683.0
2021-05-19,1572058.0,689.0
2021-05-20,1966643.0,612.0
2021-05-21,2180408.0,720.0
2021-05-22,2165119.0,892.0
2021-05-23,3157774.0,932.0
2021-05-24,1608166.0,704.0
2021-05-25,2037255.0,628.0
2021-05-26,1511066.0,655.0
2021-05-27,1476015.0,637.0
2021-05-28,1484780.0,655.0
2021-05-29,3032593.0,924.0
2021-05-30,2085501.0,946.0
2021-05-31,1811166.0,638.0
2021-06-01,1755028.0,753.0
2021-06-02,1708869.0,726.0
2021-06-03,1593381.0,697.0
2021-06-04,2302226.0,719.0
2021-06-05,2124377.0,916.0
2021-06-06,3477279.0,1028.0
2021-06-07,1733764.0,755.0
2021-06-08,1641139.0,728.0
2021-06-09,1632029.0,722.0
2021-06-10,3367223.0,773.0
2021-06-11,2442235.0,729.0
2021-06-12,3244820.0,995.0
2021-06-13,2545952.0,1084.0
2021-06-14,1765328.0,749.0
2021-06-15,2001070.0,711.0
2021-06-16,2027077.0,779.0
2021-06-17,2124713.0,699.0
2021-06-18,1612223.0,733.0
2021-06-19,2040269.0,947.0
2021-06-20,2182253.0,924.0
2021-06-21,2029697.0,725.0
2021-06-22,2436773.0,721.0
2021-06-23,1719589.0,764.0
2021-06-24,1722679.0,752.0
2021-06-25,1707519.0,701.0
2021-06-26,3788647.0,1034.0
2021-06-27,2188689.0,991.0
2021-06-28,1637294.0,724.0
2021-06-29,2437906.0,734.0
2021-06-30,4399397.0,791.0
2021-07-01,2512210.0,741.0
2021-07-02,1655064.0,715.0
2021-07-03,2714734.0,1005.0
2021-07-04,2328715.0,1044.0
2021-07-05,1540023.0,652.0
2021-07-06,2193793.0,722.0
2021-07-07,1653067.0,734.0
2021-07-08,1629262.0,731.0
2021-07-09,2433837.0,768.0
2021-07-10,3705041.0,920.0
2021-07-11,2304876.0,1004.0
2021-07-12,2077558.0,745.0
2021-07-13,2673299.0,746.0
2021-07-14,1743646.0,731.0
2021-07-15,1695409.0,734.0
2021-07-16,1649780.0,722.0
2021-07-17,3122399.0,1016.0
2021-07-18,3623831.0,1055.0
2021-07-19,1726610.0,751.0
2021-07-20,1687284.0,751.0
2021-07-21,2979223.0,697.0
2021-07-22,1938632.0,733.0
2021-07-23,1796011.0,754.0
2021-07-24,4867676.0,876.0
2021-07-25,2031636.0,916.0
2021-07-26,2418101.0,754.0
2021-07-27,2247744.0,742.0
2021-07-28,2024984.0,798.0
2021-07-29,2311653.0,735.0
2021-07-30,1861105.0,802.0
2021-07-31,2058292.0,962.0
2021-08-01,3039843.0,1002.0
2021-08-02,2985196.0,777.0
2021-08-03,1683500.0,751.0
2021-08-04,1905445.0,746.0
2021-08-05,1695138.0,712.0
2021-08-06,1828256.0,788.0
2021-08-07,2650368.0,1074.0
2021-08-08,3911909.0,983.0
2021-08-09,2824246.0,752.0
2021-08-10,1876346.0,794.0
2021-08-11,1637265.0,714.0
2021-08-12,1879547.0,779.0
2021-08-13,3418781.0,750.0
2021-08-14,2448241.0,1009.0
2021-08-15,2198081.0,976.0
2021-08-16,2354679.0,701.0
2021-08-17,1750940.0,751.0
2021-08-18,1740426.0,772.0
2021-08-19,2970723.0,695.0
2021-08-20,4626120.0,783.0
2021-08-21,3370053.0,962.0
2021-08-22,2980368.0,928.0
2021-08-23,1844830.0,743.0
2021-08-24,1724940.0,747.0
2021-08-25,1440244.0,625.0
2021-08-26,1548123.0,639.0
2021-08-27,1959735.0,735.0
2021-08-28,3497717.0,998.0
2021-08-29,2354103.0,1010.0
2021-08-30,1783330.0,752.0
2021-08-31,1828344.0,793.0
2021-09-01,3626254.0,701.0
2021-09-02,1561880.0,672.0
2021-09-03,2092928.0,692.0
2021-09-04,2018721.0,892.0
2021-09-05,2364396.0,920.0
2021-09-06,1469455.0,644.0
2021-09-07,1462139.0,644.0
2021-09-08,2792405.0,673.0
2021-09-09,1460856.0,619.0
2021-09-10,1770192.0,668.0
2021-09-11,2689568.0,945.0
2021-09-12,2268482.0,956.0
2021-09-13,2125444.0,686.0
2021-09-14,2198192.0,672.0
2021-09-15,3360699.0,1348.0
2021-09-16,7809963.0,1317.0
2021-09-17,3506354.0,1333.0
2021-09-18,5359317.0,1555.0
2021-09-19,5520993.0,1545.0
2021-09-20,1363445.0,613.0
2021-09-21,1423962.0,625.0
2021-09-22,1673081.0,714.0
2021-09-23,1559005.0,697.0
2021-09-24,2064165.0,665.0
2021-09-25,2181825.0,945.0
2021-09-26,3916197.0,949.0
2021-09-27,1608413.0,675.0
2021-09-28,1511942.0,645.0
2021-09-29,1635090.0,628.0
2021-09-30,1628472.0,664.0
2021-10-01,2542328.0,712.0
2021-10-02,4962427.0,900.0
2021-10-03,3401822.0,933.0
2021-10-04,1603066.0,679.0
2021-10-05,1720313.0,741.0
2021-10-06,1267625.0,504.0
2021-10-07,2687445.0,641.0
2021-10-08,1978261.0,664.0
2021-10-09,2025148.0,889.0
2021-10-10,2590871.0,939.0
2021-10-11,1586512.0,671.0
2021-10-12,1586002.0,685.0
2021-10-13,2450659.0,627.0
2021-10-14,1451417.0,639.0
2021-10-15,1636751.0,706.0
2021-10-16,2108535.0,931.0
2021-10-17,2926370.0,921.0
2021-10-18,1745537.0,727.0
2021-10-19,1471439.0,663.0
2021-10-20,2905835.0,663.0
2021-10-21,3302440.0,691.0
2021-10-22,1702357.0,666.0
2021-10-23,2137827.0,889.0
2021-10-24,2163937.0,977.0
2021-10-25,2238887.0,679.0
2021-10-26,4557983.0,652.0
2021-10-27,1579870.0,657.0
2021-10-28,1666128.0,715.0
2021-10-29,1699632.0,716.0
2021-10-30,2984959.0,942.0
2021-10-31,2233949.0,959.0
2021-11-01,1495606.0,645.0
2021-11-02,1951926.0,672.0
2021-11-03,2033125.0,638.0
2021-11-04,2048661.0,666.0
2021-11-05,1527642.0,651.0
2021-11-06,4535667.0,973.0
2021-11-07,5596405.0,889.0
2021-11-08,1403729.0,610.0
2021-11-09,3111886.0,677.0
2021-11-10,1637949.0,621.0
2021-11-11,2070981.0,667.0
2021-11-12,1644785.0,684.0
2021-11-13,1884738.0,846.0
2021-11-14,2252346.0,898.0
2021-11-15,2085893.0,688.0
2021-11-16,1454861.0,634.0
2021-11-17,1980090.0,730.0
2021-11-18,1526916.0,668.0
2021-11-19,1475165.0,643.0
2021-11-20,1974214.0,866.0
2021-11-21,2487623.0,806.0
2021-11-22,2045051.0,601.0
2021-11-23,2668391.0,686.0
2021-11-24,1829757.0,636.0
2021-11-25,1470026.0,646.0
2021-11-26,1560001.0,697.0
2021-11-27,2578688.0,892.0
2021-11-28,2315854.0,822.0
2021-11-29,1668245.0,692.0
2021-11-30,1581770.0,666.0
2021-12-01,2020763.0,703.0
2021-12-02,2004104.0,689.0
2021-12-03,3802091.0,658.0
2021-12-04,2676799.0,952.0
2021-12-05,2383114.0,927.0
2021-12-06,2049188.0,669.0
2021-12-07,2666315.0,683.0
2021-12-08,2169305.0,704.0
2021-12-09,2034438.0,657.0
2021-12-10,1640001.0,630.0
2021-12-11,3359314.0,955.0
2021-12-12,3549522.0,901.0
2021-12-13,3579646.0,693.0
2021-12-14,2495025.0,677.0
2021-12-15,2074736.0,693.0
2021-12-16,2645102.0,691.0
2021-12-17,1875963.0,691.0
2021-12-18,2192317.0,929.0
2021-12-19,3432667.0,858.0
2021-12-20,2376121.0,707.0
2021-12-21,2998902.0,666.0
2021-12-22,2053559.0,655.0
2021-12-23,1759912.0,659.0
2021-12-24,1866896.0,671.0
2021-12-25,4105615.0,921.0
2021-12-26,2041558.0,878.0
2021-12-27,1732973.0,652.0
2021-12-28,1848451.0,659.0
2021-12-29,2094471.0,598.0
2021-12-30,2129574.0,626.0
2021-12-31,1737223.0,672.0
2022-01-01,2404500.0,882.0
2022-01-02,2266001.0,905.0
2022-01-03,3004414.0,691.0
2022-01-04,2398488.0,693.0
2022-01-05,2673736.0,643.0
2022-01-06,1633742.0,700.0
2022-01-07,1892387.0,659.0
2022-01-08,4548513.0,937.0
2022-01-09,3755666.0,940.0
2022-01-10,1598944.0,703.0
2022-01-11,2657587.0,601.0
2022-01-12,1455976.0,623.0
2022-01-13,3018762.0,674.0
2022-01-14,1688223.0,714.0
2022-01-15,2677329.0,961.0
2022-01-16,2769331.0,903.0
2022-01-17,1575028.0,682.0
2022-01-18,1469255.0,622.0
2022-01-19,1583981.0,672.0
2022-01-20,2306497.0,581.0
2022-01-21,2153636.0,651.0
2022-01-22,2898570.0,916.0
2022-01-23,2022493.0,887.0
2022-01-24,1910513.0,654.0
2022-01-25,1560393.0,662.0
2022-01-26,1840283.0,665.0
2022-01-27,1690943.0,600.0
2022-01-28,1597579.0,681.0
2022-01-29,2819145.0,970.0
2022-01-30,2138852.0,939.0
2022-01-31,1934400.0,697.0
2022-02-01,1616334.0,671.0
2022-02-02,2067376.0,533.0
2022-02-03,2015055.0,651.0
2022-02-04,1470261.0,624.0
2022-02-05,2474674.0,970.0
2022-02-06,2758753.0,933.0
2022-02-07,3142371.0,698.0
2022-02-08,1541383.0,638.0
2022-02-09,2169011.0,646.0
2022-02-10,2119065.0,643.0
2022-02-11,2897268.0,659.0
2022-02-12,2947309.0,980.0
2022-02-13,2251216.0,951.0
2022-02-14,1513366.0,653.0
2022-02-15,1787349.0,697.0
2022-02-16,1539315.0,671.0
2022-02-17,1508358.0,669.0
2022-02-18,2385729.0,673.0
2022-02-19,2240977.0,953.0
2022-02-20,2214481.0,947.0
2022-02-21,2208352.0,580.0
2022-02-22,1662105.0,707.0
2022-02-23,1528122.0,633.0
2022-02-24,1549725.0,667.0
2022-02-25,2768650.0,698.0
2022-02-26,2170641.0,880.0
2022-02-27,2469795.0,943.0
2022-02-28,3952941.0,686.0
2022-03-01,2275541.0,662.0
2022-03-02,3184541.0,601.0
2022-03-03,1584646.0,670.0
2022-03-04,1836370.0,648.0
2022-03-05,2033393.0,898.0
2022-03-06,2246962.0,947.0
2022-03-07,1604036.0,648.0
2022-03-08,1339305.0,560.0
2022-03-09,2341244.0,633.0
2022-03-10,1644414.0,666.0
2022-03-11,2057628.0,649.0
2022-03-12,2179032.0,875.0
2022-03-13,2986126.0,894.0
2022-03-14,1938384.0,712.0
2022-03-15,1663677.0,724.0
2022-03-16,1756332.0,716.0
2022-03-17,2343817.0,664.0
2022-03-18,1503936.0,645.0
2022-03-19,2579273.0,923.0
2022-03-20,2645530.0,974.0
2022-03-21,1617907.0,675.0
2022-03-22,1656755.0,688.0
2022-03-23,2010656.0,659.0
2022-03-24,1983342.0,619.0
2022-03-25,1526375.0,649.0
2022-03-26,2281111.0,949.0
2022-03-27,2141441.0,945.0
2022-03-28,1592688.0,661.0
2022-03-29,1590283.0,680.0
2022-03-30,1615172.0,677.0
2022-03-31,2155243.0,689.0
2022-04-01,1629955.0,666.0
2022-04-02,2322505.0,941.0
2022-04-03,2567373.0,906.0
2022-04-04,1638092.0,694.0
2022-04-05,1912288.0,625.0
2022-04-06,1622460.0,657.0
2022-04-07,2658046.0,655.0
2022-04-08,2086687.0,634.0
2022-04-09,2134418.0,930.0
2022-04-10,5696420.0,903.0
2022-04-11,1473892.0,615.0
2022-04-12,2180467.0,659.0
2022-04-13,2296004.0,657.0
2022-04-14,1749841.0,628.0
2022-04-15,1477923.0,633.0
2022-04-16,2166645.0,918.0
2022-04-17,2234719.0,946.0
2022-04-18,3442031.0,699.0
2022-04-19,2138571.0,667.0
2022-04-20,1468712.0,610.0
2022-04-21,2227831.0,688.0
2022-04-22,2063855.0,682.0
2022-04-23,2280167.0,967.0
2022-04-24,2237013.0,937.0
2022-04-25,2692820.0,695.0
2022-04-26,1492423.0,643.0
2022-04-27,1541904.0,650.0
2022-04-28,2184272.0,670.0
2022-04-29,2362148.0,691.0
2022-04-30,2241164.0,940.0
2022-05-01,2036108.0,902.0
2022-05-02,2964024.0,649.0
2022-05-03,4127037.0,707.0
2022-05-04,2276036.0,653.0
2022-05-05,2399557.0,678.0
2022-05-06,1439411.0,616.0
2022-05-07,2177239.0,831.0
2022-05-08,3690936.0,832.0
2022-05-09,1662272.0,691.0
2022-05-10,1545470.0,647.0
2022-05-11,1944508.0,625.0
2022-05-12,1690042.0,706.0
2022-05-13,1703692.0,681.0
2022-05-14,2093184.0,899.0
2022-05-15,3765421.0,917.0
2022-05-16,1510080.0,615.0
2022-05-17,2295148.0,721.0
2022-05-18,1744479.0,687.0
2022-05-19,1641176.0,676.0
2022-05-20,2192891.0,690.0
2022-05-21,3971391.0,907.0
2022-05-22,2178316.0,917.0
2022-05-23,1625735.0,677.0
2022-05-24,1606766.0,645.0
2022-05-25,2123105.0,686.0
2022-05-26,2338309.0,690.0
2022-05-27,1607999.0,676.0
2022-05-28,2861115.0,841.0
2022-05-29,4054340.0,959.0
2022-05-30,1465904.0,619.0
2022-05-31,1836919.0,652.0
2022-06-01,2863650.0,781.0
2022-06-02,1858407.0,729.0
2022-06-03,1724960.0,708.0
2022-06-04,3595818.0,1058.0
2022-06-05,3023015.0,966.0
2022-06-06,1933965.0,728.0
2022-06-07,4394577.0,777.0
2022-06-08,1826777.0,735.0
2022-06-09,2700939.0,778.0
2022-06-10,1879112.0,781.0
2022-06-11,4105316.0,967.0
2022-06-12,2608737.0,1066.0
2022-06-13,1911180.0,756.0
2022-06-14,1837374.0,764.0
2022-06-15,1781066.0,739.0
2022-06-16,1848723.0,751.0
2022-06-17,1744397.0,724.0
2022-06-18,5478231.0,1064.0
2022-06-19,2330971.0,961.0
2022-06-20,1775832.0,729.0
2022-06-21,2807070.0,748.0
2022-06-22,3443665.0,750.0
2022-06-23,1863471.0,773.0
2022-06-24,1836847.0,746.0
2022-06-25,3725969.0,965.0
2022-06-26,3866699.0,1001.0
2022-06-27,2275467.0,793.0
2022-06-28,4365367.0,777.0
2022-06-29,2753115.0,759.0
2022-06-30,1803281.0,759.0
2022-07-01,1804133.0,738.0
2022-07-02,2313264.0,1021.0
2022-07-03,2447859.0,1009.0
2022-07-04,2702171.0,789.0
2022-07-05,2323383.0,630.0
2022-07-06,1938316.0,789.0
2022-07-07,1770418.0,701.0
2022-07-08,2985191.0,772.0
2022-07-09,2328245.0,962.0
2022-07-10,3422887.0,1041.0
2022-07-11,1989825.0,787.0
2022-07-12,1859870.0,769.0
2022-07-13,2504299.0,690.0
2022-07-14,2383285.0,783.0
2022-07-15,2958940.0,757.0
2022-07-16,2741584.0,951.0
2022-07-17,4186426.0,1044.0
2022-07-18,2936577.0,746.0
2022-07-19,4161087.0,770.0
2022-07-20,1858930.0,761.0
2022-07-21,2687011.0,747.0
2022-07-22,1861769.0,775.0
2022-07-23,2380812.0,981.0
2022-07-24,6634832.0,1034.0
2022-07-25,1832124.0,732.0
2022-07-26,1665078.0,722.0
2022-07-27,1823584.0,746.0
2022-07-28,1630246.0,677.0
2022-07-29,3154453.0,785.0
2022-07-30,3246282.0,1040.0
2022-07-31,4676722.0,1053.0
2022-08-01,1773011.0,726.0
2022-08-02,2111053.0,737.0
2022-08-03,1988203.0,812.0
2022-08-04,1927855.0,799.0
2022-08-05,3767589.0,775.0
2022-08-06,3241724.0,996.0
2022-08-07,2500119.0,1003.0
2022-08-08,2012628.0,830.0
2022-08-09,3335180.0,777.0
2022-08-10,3187899.0,672.0
2022-08-11,1882308.0,777.0
2022-08-12,1943841.0,765.0
2022-08-13,2488022.0,1042.0
2022-08-14,2368148.0,973.0
2022-08-15,5076990.0,778.0
2022-08-16,1910785.0,759.0
2022-08-17,2255765.0,757.0
2022-08-18,1798489.0,734.0
2022-08-19,2382279.0,735.0
2022-08-20,4234836.0,1010.0
2022-08-21,2326449.0,985.0
2022-08-22,4219850.0,771.0
2022-08-23,2289862.0,817.0
2022-08-24,2123504.0,641.0
2022-08-25,2004898.0,631.0
2022-08-26,1932314.0,766.0
2022-08-27,3073439.0,1018.0
2022-08-28,3705534.0,977.0
2022-08-29,2024992.0,719.0
2022-08-30,1778216.0,712.0
2022-08-31,2328076.0,745.0
2022-09-01,1649653.0,647.0
2022-09-02,3482959.0,654.0
2022-09-03,4153885.0,907.0
2022-09-04,4385105.0,937.0
2022-09-05,1600765.0,655.0
2022-09-06,4939816.0,663.0
2022-09-07,1667089.0,686.0
2022-09-08,1757494.0,619.0
2022-09-09,1890026.0,647.0
2022-09-10,3890307.0,948.0
2022-09-11,2172976.0,900.0
2022-09-12,2192400.0,647.0
2022-09-13,2236807.0,688.0
2022-09-14,1524976.0,617.0
2022-09-15,3624168.0,1347.0
2022-09-16,9593544.0,1331.0
2022-09-17,4276945.0,1638.0
2022-09-18,4283814.0,1610.0
2022-09-19,3808797.0,1227.0
2022-09-20,1550633.0,625.0
2022-09-21,1532821.0,648.0
2022-09-22,2330820.0,664.0
2022-09-23,1639297.0,661.0
